   125 
    1  1 1 1 1 1 1   -5.000000e-01   -5.000000e-01   +0.000000e+00 
    2  0 1 1 1 1 1   -2.500000e-01   -5.000000e-01   +0.000000e+00 
    3  0 1 1 1 1 1   +0.000000e+00   -5.000000e-01   +0.000000e+00 
    4  0 1 1 1 1 1   +2.500000e-01   -5.000000e-01   +0.000000e+00 
    5  0 1 1 1 1 1   +5.000000e-01   -5.000000e-01   +0.000000e+00 
    6  1 0 1 1 1 1   -5.000000e-01   -2.500000e-01   +0.000000e+00 
    7  0 0 1 1 1 1   -2.500000e-01   -2.500000e-01   +0.000000e+00 
    8  0 0 1 1 1 1   +0.000000e+00   -2.500000e-01   +0.000000e+00 
    9  0 0 1 1 1 1   +2.500000e-01   -2.500000e-01   +0.000000e+00 
   10  0 0 1 1 1 1   +5.000000e-01   -2.500000e-01   +0.000000e+00 
   11  1 0 1 1 1 1   -5.000000e-01   +0.000000e+00   +0.000000e+00 
   12  0 0 1 1 1 1   -2.500000e-01   +0.000000e+00   +0.000000e+00 
   13  0 0 1 1 1 1   +0.000000e+00   +0.000000e+00   +0.000000e+00 
   14  0 0 1 1 1 1   +2.500000e-01   +0.000000e+00   +0.000000e+00 
   15  0 0 1 1 1 1   +5.000000e-01   +0.000000e+00   +0.000000e+00 
   16  1 0 1 1 1 1   -5.000000e-01   +2.500000e-01   +0.000000e+00 
   17  0 0 1 1 1 1   -2.500000e-01   +2.500000e-01   +0.000000e+00 
   18  0 0 1 1 1 1   +0.000000e+00   +2.500000e-01   +0.000000e+00 
   19  0 0 1 1 1 1   +2.500000e-01   +2.500000e-01   +0.000000e+00 
   20  0 0 1 1 1 1   +5.000000e-01   +2.500000e-01   +0.000000e+00 
   21  1 0 1 1 1 1   -5.000000e-01   +5.000000e-01   +0.000000e+00 
   22  0 0 1 1 1 1   -2.500000e-01   +5.000000e-01   +0.000000e+00 
   23  0 0 1 1 1 1   +0.000000e+00   +5.000000e-01   +0.000000e+00 
   24  0 0 1 1 1 1   +2.500000e-01   +5.000000e-01   +0.000000e+00 
   25  0 0 1 1 1 1   +5.000000e-01   +5.000000e-01   +0.000000e+00 
   26  0 0 0 1 1 1   -5.000000e-01   -5.000000e-01   +2.500000e-01 
   27  0 0 0 1 1 1   -2.500000e-01   -5.000000e-01   +2.500000e-01 
   28  0 0 0 1 1 1   +0.000000e+00   -5.000000e-01   +2.500000e-01 
   29  0 0 0 1 1 1   +2.500000e-01   -5.000000e-01   +2.500000e-01 
   30  0 0 0 1 1 1   +5.000000e-01   -5.000000e-01   +2.500000e-01 
   31  0 0 0 1 1 1   -5.000000e-01   -2.500000e-01   +2.500000e-01 
   32  0 0 0 1 1 1   -2.500000e-01   -2.500000e-01   +2.500000e-01 
   33  0 0 0 1 1 1   +0.000000e+00   -2.500000e-01   +2.500000e-01 
   34  0 0 0 1 1 1   +2.500000e-01   -2.500000e-01   +2.500000e-01 
   35  0 0 0 1 1 1   +5.000000e-01   -2.500000e-01   +2.500000e-01 
   36  0 0 0 1 1 1   -5.000000e-01   +0.000000e+00   +2.500000e-01 
   37  0 0 0 1 1 1   -2.500000e-01   +0.000000e+00   +2.500000e-01 
   38  0 0 0 1 1 1   +0.000000e+00   +0.000000e+00   +2.500000e-01 
   39  0 0 0 1 1 1   +2.500000e-01   +0.000000e+00   +2.500000e-01 
   40  0 0 0 1 1 1   +5.000000e-01   +0.000000e+00   +2.500000e-01 
   41  0 0 0 1 1 1   -5.000000e-01   +2.500000e-01   +2.500000e-01 
   42  0 0 0 1 1 1   -2.500000e-01   +2.500000e-01   +2.500000e-01 
   43  0 0 0 1 1 1   +0.000000e+00   +2.500000e-01   +2.500000e-01 
   44  0 0 0 1 1 1   +2.500000e-01   +2.500000e-01   +2.500000e-01 
   45  0 0 0 1 1 1   +5.000000e-01   +2.500000e-01   +2.500000e-01 
   46  0 0 0 1 1 1   -5.000000e-01   +5.000000e-01   +2.500000e-01 
   47  0 0 0 1 1 1   -2.500000e-01   +5.000000e-01   +2.500000e-01 
   48  0 0 0 1 1 1   +0.000000e+00   +5.000000e-01   +2.500000e-01 
   49  0 0 0 1 1 1   +2.500000e-01   +5.000000e-01   +2.500000e-01 
   50  0 0 0 1 1 1   +5.000000e-01   +5.000000e-01   +2.500000e-01 
   51  0 0 0 1 1 1   -5.000000e-01   -5.000000e-01   +5.000000e-01 
   52  0 0 0 1 1 1   -2.500000e-01   -5.000000e-01   +5.000000e-01 
   53  0 0 0 1 1 1   +0.000000e+00   -5.000000e-01   +5.000000e-01 
   54  0 0 0 1 1 1   +2.500000e-01   -5.000000e-01   +5.000000e-01 
   55  0 0 0 1 1 1   +5.000000e-01   -5.000000e-01   +5.000000e-01 
   56  0 0 0 1 1 1   -5.000000e-01   -2.500000e-01   +5.000000e-01 
   57  0 0 0 1 1 1   -2.500000e-01   -2.500000e-01   +5.000000e-01 
   58  0 0 0 1 1 1   +0.000000e+00   -2.500000e-01   +5.000000e-01 
   59  0 0 0 1 1 1   +2.500000e-01   -2.500000e-01   +5.000000e-01 
   60  0 0 0 1 1 1   +5.000000e-01   -2.500000e-01   +5.000000e-01 
   61  0 0 0 1 1 1   -5.000000e-01   +0.000000e+00   +5.000000e-01 
   62  0 0 0 1 1 1   -2.500000e-01   +0.000000e+00   +5.000000e-01 
   63  0 0 0 1 1 1   +0.000000e+00   +0.000000e+00   +5.000000e-01 
   64  0 0 0 1 1 1   +2.500000e-01   +0.000000e+00   +5.000000e-01 
   65  0 0 0 1 1 1   +5.000000e-01   +0.000000e+00   +5.000000e-01 
   66  0 0 0 1 1 1   -5.000000e-01   +2.500000e-01   +5.000000e-01 
   67  0 0 0 1 1 1   -2.500000e-01   +2.500000e-01   +5.000000e-01 
   68  0 0 0 1 1 1   +0.000000e+00   +2.500000e-01   +5.000000e-01 
   69  0 0 0 1 1 1   +2.500000e-01   +2.500000e-01   +5.000000e-01 
   70  0 0 0 1 1 1   +5.000000e-01   +2.500000e-01   +5.000000e-01 
   71  0 0 0 1 1 1   -5.000000e-01   +5.000000e-01   +5.000000e-01 
   72  0 0 0 1 1 1   -2.500000e-01   +5.000000e-01   +5.000000e-01 
   73  0 0 0 1 1 1   +0.000000e+00   +5.000000e-01   +5.000000e-01 
   74  0 0 0 1 1 1   +2.500000e-01   +5.000000e-01   +5.000000e-01 
   75  0 0 0 1 1 1   +5.000000e-01   +5.000000e-01   +5.000000e-01 
   76  0 0 0 1 1 1   -5.000000e-01   -5.000000e-01   +7.500000e-01 
   77  0 0 0 1 1 1   -2.500000e-01   -5.000000e-01   +7.500000e-01 
   78  0 0 0 1 1 1   +0.000000e+00   -5.000000e-01   +7.500000e-01 
   79  0 0 0 1 1 1   +2.500000e-01   -5.000000e-01   +7.500000e-01 
   80  0 0 0 1 1 1   +5.000000e-01   -5.000000e-01   +7.500000e-01 
   81  0 0 0 1 1 1   -5.000000e-01   -2.500000e-01   +7.500000e-01 
   82  0 0 0 1 1 1   -2.500000e-01   -2.500000e-01   +7.500000e-01 
   83  0 0 0 1 1 1   +0.000000e+00   -2.500000e-01   +7.500000e-01 
   84  0 0 0 1 1 1   +2.500000e-01   -2.500000e-01   +7.500000e-01 
   85  0 0 0 1 1 1   +5.000000e-01   -2.500000e-01   +7.500000e-01 
   86  0 0 0 1 1 1   -5.000000e-01   +0.000000e+00   +7.500000e-01 
   87  0 0 0 1 1 1   -2.500000e-01   +0.000000e+00   +7.500000e-01 
   88  0 0 0 1 1 1   +0.000000e+00   +0.000000e+00   +7.500000e-01 
   89  0 0 0 1 1 1   +2.500000e-01   +0.000000e+00   +7.500000e-01 
   90  0 0 0 1 1 1   +5.000000e-01   +0.000000e+00   +7.500000e-01 
   91  0 0 0 1 1 1   -5.000000e-01   +2.500000e-01   +7.500000e-01 
   92  0 0 0 1 1 1   -2.500000e-01   +2.500000e-01   +7.500000e-01 
   93  0 0 0 1 1 1   +0.000000e+00   +2.500000e-01   +7.500000e-01 
   94  0 0 0 1 1 1   +2.500000e-01   +2.500000e-01   +7.500000e-01 
   95  0 0 0 1 1 1   +5.000000e-01   +2.500000e-01   +7.500000e-01 
