The Northridge (USA) earthquake of January 17, 1994.
Source: PEER Strong Motion Database
Recording station: 090 CDMG STATION 24278
Frequency range: 0.12-23.0 Hz
Time[s] Accel[g]
0.0000	-0.0012
0.0100	-0.0007
0.0200	-0.0003
0.0300	-0.0004
0.0400	-0.0005
0.0500	0.0000
0.0600	0.0006
0.0700	0.0032
0.0800	0.0057
0.0900	0.0059
0.1000	0.0061
0.1100	0.0053
0.1200	0.0045
0.1300	0.0052
0.1400	0.0058
0.1500	0.0056
0.1600	0.0054
0.1700	0.0037
0.1800	0.0021
0.1900	0.0025
0.2000	0.0030
0.2100	0.0038
0.2200	0.0046
0.2300	0.0043
0.2400	0.0040
0.2500	0.0027
0.2600	0.0014
0.2700	-0.0012
0.2800	-0.0037
0.2900	-0.0056
0.3000	-0.0075
0.3100	-0.0082
0.3200	-0.0089
0.3300	-0.0084
0.3400	-0.0079
0.3500	-0.0053
0.3600	-0.0026
0.3700	0.0002
0.3800	0.0030
0.3900	0.0040
0.4000	0.0051
0.4100	0.0037
0.4200	0.0023
0.4300	0.0006
0.4400	-0.0011
0.4500	-0.0010
0.4600	-0.0009
0.4700	-0.0011
0.4800	-0.0012
0.4900	0.0021
0.5000	0.0055
0.5100	0.0099
0.5200	0.0144
0.5300	0.0138
0.5400	0.0132
0.5500	0.0121
0.5600	0.0109
0.5700	0.0106
0.5800	0.0102
0.5900	0.0077
0.6000	0.0052
0.6100	-0.0006
0.6200	-0.0065
0.6300	-0.0108
0.6400	-0.0152
0.6500	-0.0172
0.6600	-0.0192
0.6700	-0.0203
0.6800	-0.0215
0.6900	-0.0187
0.7000	-0.0159
0.7100	-0.0117
0.7200	-0.0074
0.7300	-0.0040
0.7400	-0.0006
0.7500	0.0028
0.7600	0.0063
0.7700	0.0070
0.7800	0.0078
0.7900	0.0074
0.8000	0.0071
0.8100	0.0058
0.8200	0.0045
0.8300	0.0029
0.8400	0.0013
0.8500	-0.0009
0.8600	-0.0030
0.8700	-0.0062
0.8800	-0.0094
0.8900	-0.0080
0.9000	-0.0065
0.9100	0.0009
0.9200	0.0084
0.9300	0.0154
0.9400	0.0223
0.9500	0.0204
0.9600	0.0185
0.9700	0.0168
0.9800	0.0151
0.9900	0.0130
1.0000	0.0110
1.0100	0.0047
1.0200	-0.0017
1.0300	-0.0078
1.0400	-0.0140
1.0500	-0.0172
1.0600	-0.0204
1.0700	-0.0221
1.0800	-0.0239
1.0900	-0.0276
1.1000	-0.0313
1.1100	-0.0308
1.1200	-0.0304
1.1300	-0.0256
1.1400	-0.0209
1.1500	-0.0114
1.1600	-0.0019
1.1700	0.0099
1.1800	0.0216
1.1900	0.0246
1.2000	0.0277
1.2100	0.0236
1.2200	0.0195
1.2300	0.0115
1.2400	0.0036
1.2500	0.0012
1.2600	-0.0012
1.2700	0.0027
1.2800	0.0067
1.2900	0.0121
1.3000	0.0175
1.3100	0.0223
1.3200	0.0271
1.3300	0.0278
1.3400	0.0285
1.3500	0.0227
1.3600	0.0170
1.3700	0.0074
1.3800	-0.0021
1.3900	-0.0028
1.4000	-0.0034
1.4100	0.0055
1.4200	0.0144
1.4300	0.0169
1.4400	0.0195
1.4500	0.0140
1.4600	0.0086
1.4700	0.0005
1.4800	-0.0075
1.4900	-0.0231
1.5000	-0.0388
1.5100	-0.0484
1.5200	-0.0580
1.5300	-0.0576
1.5400	-0.0572
1.5500	-0.0439
1.5600	-0.0307
1.5700	-0.0167
1.5800	-0.0028
1.5900	0.0123
1.6000	0.0274
1.6100	0.0411
1.6200	0.0547
1.6300	0.0580
1.6400	0.0612
1.6500	0.0497
1.6600	0.0382
1.6700	0.0202
1.6800	0.0021
1.6900	-0.0040
1.7000	-0.0102
1.7100	-0.0135
1.7200	-0.0169
1.7300	-0.0171
1.7400	-0.0173
1.7500	-0.0184
1.7600	-0.0195
1.7700	-0.0108
1.7800	-0.0021
1.7900	0.0157
1.8000	0.0336
1.8100	0.0358
1.8200	0.0379
1.8300	0.0267
1.8400	0.0155
1.8500	-0.0031
1.8600	-0.0217
1.8700	-0.0349
1.8800	-0.0482
1.8900	-0.0490
1.9000	-0.0497
1.9100	-0.0462
1.9200	-0.0427
1.9300	-0.0317
1.9400	-0.0207
1.9500	-0.0013
1.9600	0.0182
1.9700	0.0371
1.9800	0.0561
1.9900	0.0604
2.0000	0.0647
2.0100	0.0541
2.0200	0.0435
2.0300	0.0319
2.0400	0.0204
2.0500	0.0064
2.0600	-0.0075
2.0700	-0.0262
2.0800	-0.0449
2.0900	-0.0488
2.1000	-0.0528
2.1100	-0.0409
2.1200	-0.0290
2.1300	-0.0142
2.1400	0.0005
2.1500	0.0133
2.1600	0.0262
2.1700	0.0362
2.1800	0.0462
2.1900	0.0413
2.2000	0.0365
2.2100	0.0157
2.2200	-0.0050
2.2300	-0.0135
2.2400	-0.0220
2.2500	-0.0172
2.2600	-0.0124
2.2700	-0.0065
2.2800	-0.0006
2.2900	-0.0032
2.3000	-0.0058
2.3100	-0.0089
2.3200	-0.0121
2.3300	-0.0113
2.3400	-0.0105
2.3500	-0.0048
2.3600	0.0008
2.3700	0.0007
2.3800	0.0006
2.3900	-0.0149
2.4000	-0.0304
2.4100	-0.0281
2.4200	-0.0258
2.4300	-0.0121
2.4400	0.0016
2.4500	-0.0050
2.4600	-0.0115
2.4700	-0.0287
2.4800	-0.0460
2.4900	-0.0422
2.5000	-0.0384
2.5100	-0.0256
2.5200	-0.0128
2.5300	0.0061
2.5400	0.0250
2.5500	0.0474
2.5600	0.0699
2.5700	0.0772
2.5800	0.0846
2.5900	0.0659
2.6000	0.0473
2.6100	0.0353
2.6200	0.0232
2.6300	0.0209
2.6400	0.0185
2.6500	0.0035
2.6600	-0.0115
2.6700	-0.0225
2.6800	-0.0336
2.6900	-0.0378
2.7000	-0.0420
2.7100	-0.0445
2.7200	-0.0471
2.7300	-0.0396
2.7400	-0.0321
2.7500	-0.0029
2.7600	0.0263
2.7700	0.0504
2.7800	0.0745
2.7900	0.0656
2.8000	0.0568
2.8100	0.0287
2.8200	0.0006
2.8300	-0.0254
2.8400	-0.0514
2.8500	-0.0677
2.8600	-0.0840
2.8700	-0.0939
2.8800	-0.1039
2.8900	-0.0944
2.9000	-0.0848
2.9100	-0.0633
2.9200	-0.0417
2.9300	-0.0236
2.9400	-0.0054
2.9500	0.0102
2.9600	0.0259
2.9700	0.0398
2.9800	0.0537
2.9900	0.0619
3.0000	0.0701
3.0100	0.0595
3.0200	0.0488
3.0300	0.0298
3.0400	0.0109
3.0500	-0.0032
3.0600	-0.0173
3.0700	-0.0152
3.0800	-0.0131
3.0900	0.0061
3.1000	0.0252
3.1100	0.0386
3.1200	0.0520
3.1300	0.0543
3.1400	0.0565
3.1500	0.0531
3.1600	0.0496
3.1700	0.0437
3.1800	0.0378
3.1900	0.0238
3.2000	0.0098
3.2100	-0.0156
3.2200	-0.0409
3.2300	-0.0617
3.2400	-0.0824
3.2500	-0.0801
3.2600	-0.0777
3.2700	-0.0578
3.2800	-0.0378
3.2900	-0.0196
3.3000	-0.0013
3.3100	0.0223
3.3200	0.0459
3.3300	0.0599
3.3400	0.0738
3.3500	0.0642
3.3600	0.0545
3.3700	0.0478
3.3800	0.0412
3.3900	0.0478
3.4000	0.0543
3.4100	0.0573
3.4200	0.0602
3.4300	0.0576
3.4400	0.0549
3.4500	0.0511
3.4600	0.0473
3.4700	0.0382
3.4800	0.0290
3.4900	0.0119
3.5000	-0.0052
3.5100	-0.0214
3.5200	-0.0375
3.5300	-0.0556
3.5400	-0.0738
3.5500	-0.0844
3.5600	-0.0950
3.5700	-0.0946
3.5800	-0.0942
3.5900	-0.0912
3.6000	-0.0881
3.6100	-0.0804
3.6200	-0.0727
3.6300	-0.0596
3.6400	-0.0465
3.6500	-0.0361
3.6600	-0.0256
3.6700	-0.0226
3.6800	-0.0195
3.6900	-0.0177
3.7000	-0.0160
3.7100	0.0045
3.7200	0.0249
3.7300	0.0485
3.7400	0.0722
3.7500	0.0734
3.7600	0.0746
3.7700	0.0579
3.7800	0.0412
3.7900	0.0197
3.8000	-0.0018
3.8100	-0.0089
3.8200	-0.0159
3.8300	-0.0106
3.8400	-0.0053
3.8500	-0.0010
3.8600	0.0033
3.8700	-0.0019
3.8800	-0.0071
3.8900	-0.0151
3.9000	-0.0231
3.9100	-0.0185
3.9200	-0.0140
3.9300	0.0036
3.9400	0.0211
3.9500	0.0290
3.9600	0.0368
3.9700	0.0468
3.9800	0.0568
3.9900	0.0651
4.0000	0.0733
4.0100	0.0548
4.0200	0.0363
4.0300	0.0186
4.0400	0.0010
4.0500	0.0011
4.0600	0.0012
4.0700	0.0056
4.0800	0.0099
4.0900	0.0155
4.1000	0.0211
4.1100	0.0255
4.1200	0.0299
4.1300	0.0174
4.1400	0.0050
4.1500	-0.0234
4.1600	-0.0517
4.1700	-0.0726
4.1800	-0.0935
4.1900	-0.1003
4.2000	-0.1070
4.2100	-0.1028
4.2200	-0.0985
4.2300	-0.0847
4.2400	-0.0710
4.2500	-0.0497
4.2600	-0.0284
4.2700	-0.0112
4.2800	0.0061
4.2900	0.0086
4.3000	0.0111
4.3100	0.0137
4.3200	0.0163
4.3300	0.0226
4.3400	0.0290
4.3500	0.0267
4.3600	0.0243
4.3700	0.0189
4.3800	0.0135
4.3900	0.0126
4.4000	0.0116
4.4100	0.0085
4.4200	0.0054
4.4300	-0.0042
4.4400	-0.0139
4.4500	-0.0238
4.4600	-0.0336
4.4700	-0.0396
4.4800	-0.0455
4.4900	-0.0489
4.5000	-0.0522
