  2933 
    1  1 1 1 1 1 1   -5.700000e+00   +0.000000e+00   -1.370000e+01 
    2  1 1 1 1 1 1   -3.599999e+00   +0.000000e+00   -1.370000e+01 
    3  1 1 1 1 1 1   -2.000000e+00   +0.000000e+00   -1.370000e+01 
    4  1 1 1 1 1 1   -1.120000e+00   +0.000000e+00   -1.370000e+01 
    5  1 1 1 1 1 1   -3.999996e-01   +0.000000e+00   -1.370000e+01 
    6  1 1 1 1 1 1   -2.145004e-01   +0.000000e+00   -1.370000e+01 
    7  1 1 1 1 1 1   +0.000000e+00   +0.000000e+00   -1.370000e+01 
    8  1 1 1 1 1 1   +2.145004e-01   +0.000000e+00   -1.370000e+01 
    9  1 1 1 1 1 1   +3.999996e-01   +0.000000e+00   -1.370000e+01 
   10  1 1 1 1 1 1   +1.120000e+00   +0.000000e+00   -1.370000e+01 
   11  1 1 1 1 1 1   +2.000000e+00   +0.000000e+00   -1.370000e+01 
   12  1 1 1 1 1 1   +3.600000e+00   +0.000000e+00   -1.370000e+01 
   13  1 1 1 1 1 1   +5.700000e+00   +0.000000e+00   -1.370000e+01 
   14  1 1 1 1 1 1   -2.145004e-01   +2.145000e-01   -1.370000e+01 
   15  1 1 1 1 1 1   +0.000000e+00   +2.145000e-01   -1.370000e+01 
   16  1 1 1 1 1 1   +2.145004e-01   +2.145000e-01   -1.370000e+01 
   17  1 1 1 1 1 1   -3.999996e-01   +4.000000e-01   -1.370000e+01 
   18  1 1 1 1 1 1   +0.000000e+00   +4.000000e-01   -1.370000e+01 
   19  1 1 1 1 1 1   +3.999996e-01   +4.000000e-01   -1.370000e+01 
   20  1 1 1 1 1 1   -1.120000e+00   +1.120000e+00   -1.370000e+01 
   21  1 1 1 1 1 1   +0.000000e+00   +1.120000e+00   -1.370000e+01 
   22  1 1 1 1 1 1   +1.120000e+00   +1.120000e+00   -1.370000e+01 
   23  1 1 1 1 1 1   -2.000000e+00   +2.000000e+00   -1.370000e+01 
   24  1 1 1 1 1 1   +0.000000e+00   +2.000000e+00   -1.370000e+01 
   25  1 1 1 1 1 1   +2.000000e+00   +2.000000e+00   -1.370000e+01 
   26  1 1 1 1 1 1   -3.599999e+00   +3.600000e+00   -1.370000e+01 
   27  1 1 1 1 1 1   +0.000000e+00   +3.600000e+00   -1.370000e+01 
   28  1 1 1 1 1 1   +3.600000e+00   +3.600000e+00   -1.370000e+01 
   29  1 1 1 1 1 1   -5.700000e+00   +5.700000e+00   -1.370000e+01 
   30  1 1 1 1 1 1   +0.000000e+00   +5.700000e+00   -1.370000e+01 
   31  1 1 1 1 1 1   +5.700000e+00   +5.700000e+00   -1.370000e+01 
   32  1 1 1 1 1 1   -5.700000e+00   +0.000000e+00   -1.130000e+01 
   33  0 1 0 1 1 1   -3.600000e+00   +0.000000e+00   -1.130000e+01 
   34  0 1 0 1 1 1   -2.000000e+00   +0.000000e+00   -1.130000e+01 
   35  0 1 0 1 1 1   -1.120000e+00   +0.000000e+00   -1.130000e+01 
   36  0 1 0 1 1 1   -4.000000e-01   +0.000000e+00   -1.130000e+01 
   37  0 1 0 1 1 1   -2.145000e-01   +0.000000e+00   -1.130000e+01 
   38  0 1 0 1 1 1   +0.000000e+00   +0.000000e+00   -1.130000e+01 
   39  0 1 0 1 1 1   +2.145000e-01   +0.000000e+00   -1.130000e+01 
   40  0 1 0 1 1 1   +4.000000e-01   +0.000000e+00   -1.130000e+01 
   41  0 1 0 1 1 1   +1.120000e+00   +0.000000e+00   -1.130000e+01 
   42  0 1 0 1 1 1   +2.000000e+00   +0.000000e+00   -1.130000e+01 
   43  0 1 0 1 1 1   +3.600000e+00   +0.000000e+00   -1.130000e+01 
   44  1 1 1 1 1 1   +5.700000e+00   +0.000000e+00   -1.130000e+01 
